"genes","logFC","logCPM","PValue","FDR"
"GCHFR",-1.52563635140896,6.1166939920775,4.03143303723591e-08,1.78311344140375e-06
"NHERF2",-1.37376707531443,7.21623085587934,4.12951704931242e-08,1.8205077457395e-06
"SLC66A1L",2.08578415542054,1.81944286586981,4.40700551556711e-08,1.9364900706639e-06
"SERPING1",-1.85680143765128,9.18493311788036,4.47686096974277e-08,1.9607776090932e-06
"AKR1C6P",-3.77749269222899,1.13236723808591,4.83784702868677e-08,2.11200295934163e-06
"CLCA2",2.69627134228657,1.99502511109829,4.95375937506033e-08,2.14931270717127e-06
"SLC28A1",-4.76443974445406,1.20573523639531,4.95527992877505e-08,2.14931270717127e-06
"HSD3B7",-1.13815814297799,5.05427123331079,5.07675653577005e-08,2.19492181286058e-06
"DPT",4.41008281974914,1.86270859062515,5.38851319229453e-08,2.32224193537155e-06
"TST",-1.29473841028102,7.95363097644068,5.42386101060114e-08,2.330007512733e-06
"HSD17B11",-0.971857766566695,6.75225085630018,5.4865831206659e-08,2.34944575288133e-06
"UGT1A7",-2.87743743211714,2.60734676834319,5.5998319656451e-08,2.38667172786051e-06
"GTF2IP1",-3.16166554734288,2.84017838660893,5.6090158114229e-08,2.38667172786051e-06
"SPSB4",2.24984022125099,2.16402692008746,5.76000380838211e-08,2.4431864734229e-06
"PGPEP1",-1.13489426404714,3.806048209118,6.08360652544031e-08,2.57233249500221e-06
"NECTIN4",2.17575417900321,5.01616136572578,6.49083267041879e-08,2.73591649173828e-06
"UNC5CL",-2.24198858481274,2.27130753990237,6.70320349788784e-08,2.81660231976875e-06
"PPL",-1.61865891869735,4.83392817783385,7.31534422379714e-08,3.06424044963166e-06
"LINC01091",-1.91699230752417,1.81986900954236,7.37960061851233e-08,3.08155620858748e-06
"HMOX1",-1.41577181165906,5.43359014118105,8.60293194770023e-08,3.58127006095286e-06
"HACD2",-1.15842199431804,5.54929726321706,9.34970218622779e-08,3.88012640728453e-06
"CRYZ",-1.22983729661935,5.52999807574645,9.42880987589262e-08,3.90091623357699e-06
"STC2",1.95656316287125,3.02453613874385,1.01250874053537e-07,4.17613267645357e-06
"SDF2L1",-1.05656969764796,5.56314428225483,1.01981203568731e-07,4.19339224215643e-06
"SNTB1",-1.68837289758793,4.58197727371123,1.02824061553954e-07,4.21515954772702e-06
"IQCN",-2.51099726203538,1.52629034327922,1.08899526157665e-07,4.45064750369595e-06
"GYS2",-1.84144420276669,2.03555293991073,1.19178991588721e-07,4.85600218455135e-06
"DIAPH3",3.36096453773227,2.23341376696914,1.19757817902929e-07,4.86484477197215e-06
"PI4K2B",-0.997809359352112,4.65458152710886,1.2087764764861e-07,4.89554472976871e-06
"DEPDC7",-1.19671696325344,3.90767956683232,1.23263336429965e-07,4.97717363855048e-06
"MARVELD2",-1.42293938420612,2.96076318555905,1.44079512768013e-07,5.80027882837934e-06
"HAGH",-1.06201581533591,5.42537175864951,1.44938622485666e-07,5.81744691923064e-06
"SLC2A10",-1.47561082626783,3.49778673538614,1.45989080086478e-07,5.84217015131781e-06
"OXER1",-2.72107417614166,0.787158816822754,1.47034999947921e-07,5.8665656062307e-06
"SPANXD",2.24609071330184,3.82543285369974,1.53607030749404e-07,6.09976244696224e-06
"SLC22A7",-3.05808930505025,0.468508327238354,1.53786960398646e-07,6.09976244696224e-06
"QDPR",-0.883957792686823,5.74274833622199,1.62160827575378e-07,6.4129837869957e-06
"F11",-2.35725772756064,1.07373572881872,1.63293482233128e-07,6.43883918506347e-06
"PHYHIPL",-1.56361061922823,2.67737267464509,1.76003831809095e-07,6.91972959796811e-06
"ORM2",-1.393180025171,10.9015302397152,1.77057179371009e-07,6.94084791201919e-06
"ORM1",-1.34143709311102,13.2851500499698,1.78110962588416e-07,6.96186047373211e-06
"APOA5",-2.47015929188088,1.3302351518065,1.79158074643272e-07,6.98001131806595e-06
"CDC20",1.94327486044195,3.89878656098499,1.7961355912917e-07,6.98001131806595e-06
"MYO15B",-1.37852445912097,3.2646490759099,1.8204020832206e-07,7.05392691959199e-06
"CYP2J2",-1.50181095663247,2.55770005039715,1.87700671362365e-07,7.25236559522516e-06
"APOL1",-0.906864012994448,5.82289867763786,1.93379535934308e-07,7.45037604634012e-06
"VKORC1",-0.929850854311848,7.70461428069388,2.01055905537888e-07,7.72399344532125e-06
"PGLYRP2",-2.20269739351993,3.71825994810243,2.24465260464463e-07,8.59874613163865e-06
"CSF1",0.904903765260624,6.49922842763593,2.34468775307832e-07,8.95644077496907e-06
"NCF2",3.606022610488,3.10701615049513,2.3740998994081e-07,9.04310120324117e-06
"PODNL1",2.96807324867875,3.41285936554387,2.50348399386452e-07,9.50899598347523e-06
"HSD17B2",-1.87635693649261,5.07285018410816,2.51894936086793e-07,9.52072523134625e-06
"FAM107B",-0.989436460037905,5.27983573347223,2.52073343920814e-07,9.52072523134625e-06
"PLCXD3",-1.19253026868434,4.78010156912113,2.66911835859309e-07,1.00529314984994e-05
"ARRB2",-1.16324347458089,4.54256673235261,2.70336823713752e-07,1.01534886359081e-05
"CYP2C18",-4.55235890525823,0.622526403529169,2.87850543526637e-07,1.0781165482616e-05
"CHI3L2",1.64613197717216,5.08441956698729,2.93795021556017e-07,1.09732440551172e-05
"PPP1R13L",1.67767970348649,4.93806244768626,2.960465323565e-07,1.10267082384086e-05
"CRLS1",-0.900003763380935,6.04889151740808,3.0008819150788e-07,1.11463696768369e-05
"ASB13",-1.01090676102282,6.12256896185621,3.17972740088566e-07,1.17781307527021e-05
"ENSG00000291006",-1.4596428683643,3.28868671617856,3.21320652494278e-07,1.18694436632914e-05
"RXRA",-0.894341657246303,5.6367418732842,3.42337702768988e-07,1.26111582231009e-05
"TGFBI",1.03159156257676,7.10707020596776,3.48580685478916e-07,1.280605436325e-05
"XBP1",-1.38463951849447,7.93339405784844,3.58983479064312e-07,1.31522938950919e-05
"ANGPTL3",-1.68118850085296,3.8961472844751,3.69170140937411e-07,1.34887546604468e-05
"GLUD1",-0.878541423104476,6.6149280710653,3.90049884705314e-07,1.41763916168586e-05
"ATP6V0E2",-1.07137860569995,5.89610980127241,3.90098534749195e-07,1.41763916168586e-05
"ACKR3",1.49974447649775,5.22697127387428,3.94241449770277e-07,1.42634050724781e-05
"CLMN",-1.36142042182131,3.65925404619523,3.94614508921749e-07,1.42634050724781e-05
"ESRP2",-1.21414114561294,3.4152473141692,4.14702856424913e-07,1.49493153015801e-05
"SCARB1",-1.07568614233954,6.18349188476385,4.29502261741164e-07,1.54414101908334e-05
"ELMO1",-1.17899853682412,3.58529151275951,4.42594300526679e-07,1.58696612396846e-05
"RNF103",-1.06258370678135,5.02058599369963,4.46334048120088e-07,1.59196263998025e-05
"CD302",-1.23422857488102,5.51674119110749,4.46355730531426e-07,1.59196263998025e-05
"BPHL",-1.04776865209082,4.84985673652957,4.63608297032767e-07,1.64912094230227e-05
"DNAJB9",-1.29965587909382,6.04562901917311,4.75046589034882e-07,1.68534998315647e-05
"PPP1R1A",-1.43973178688818,2.47230722480876,4.7770769737213e-07,1.6903309733857e-05
"DAP",-0.861879037261815,6.52552254142332,4.82287838650973e-07,1.7020583408139e-05
"TPRG1L",-0.838245262993015,5.48782568821776,4.84907125302114e-07,1.70682230544823e-05
"PARP9",-1.12208635780757,4.9499760056704,4.93773396834362e-07,1.733492713795e-05
"HIPK2",-1.04373908256211,6.37972679659104,5.32025287075248e-07,1.86291979427442e-05
"TSPAN13",-1.25430394791799,4.27275227005552,5.52338752430195e-07,1.92902515978608e-05
"AKR1A1",-0.842275766714481,7.10441518645011,5.61171446991922e-07,1.95479566742316e-05
"UGT1A10",-1.4635673996168,2.75175443282483,5.80407975055138e-07,2.01548936310507e-05
"CA9",-3.46646046733711,5.36648457298077,5.81592944284372e-07,2.01548936310507e-05
"CCRL2",2.09454283863441,3.77420411810994,5.96817342346719e-07,2.06293212986992e-05
"AKR1C2",-1.8757134117817,9.72985792877913,6.01097455061699e-07,2.06728698311019e-05
"PCSK6",-1.20989294327799,6.89877712072472,6.01152171944136e-07,2.06728698311019e-05
"CFHR2",-4.42172433510279,3.88909077977752,6.07253046046998e-07,2.08293991253774e-05
"C11orf52",-2.02672394380583,1.59283573278032,6.23117253217918e-07,2.13191719765092e-05
"A4GALT",-1.29399064636343,3.16343458666009,6.27416969007738e-07,2.14117983890306e-05
"CTB-1I21.1",-1.65919387296527,2.49480428868805,6.46657907562651e-07,2.2012562595158e-05
"C3",-1.29481432260583,10.2019637598126,6.75453842901384e-07,2.29347282112424e-05
"HHEX",-1.3228733918631,3.91166713039484,7.33338869866738e-07,2.48374671139248e-05
"TMOD1",-1.06049262437547,3.26056055094388,7.88126719719921e-07,2.66260097320454e-05
"MMP7",1.73102195343589,5.54597436722688,8.38216731688715e-07,2.82472736197656e-05
"LINC01477",-1.30474084491319,4.76182119916728,9.17438109864304e-07,3.08396820630886e-05
"MIR23AHG",2.43211229246471,4.20564420178313,9.29677296158088e-07,3.11731693868869e-05
"DPYD",-1.02204227643527,4.57815387812176,9.81068176894524e-07,3.28145340958303e-05
"NSG1",2.87869217257368,5.13313479871672,9.9236585812278e-07,3.31100529238683e-05
"SLC35D2",-1.06170710912373,4.86365908850555,1.02548836554104e-06,3.41304865422397e-05
"RASD1",-1.24890001161943,4.32815508271381,1.06163385689699e-06,3.52462440489802e-05
"ENSG00000290549",-1.58372614699013,3.90658814895455,1.0657090116298e-06,3.52943925378677e-05
"CT45A10",2.07312410824908,4.59427082650042,1.07952194111141e-06,3.5664009877602e-05
"CDK1",1.92982071238752,5.42432910748763,1.09991725033484e-06,3.62487435000056e-05
"THBS2",-2.17049776119286,1.32917251548237,1.1207860240332e-06,3.68461830786075e-05
"IGFBP3",1.03771345686575,4.6602673777336,1.21130245530475e-06,3.97248117415309e-05
"PTTG1",1.78024452351457,4.78055334198266,1.25890906046148e-06,4.11856234232725e-05
"HELZ2",-1.1544111911603,4.18280741847935,1.31620241322725e-06,4.29554797287708e-05
"SPARC",1.76606817297687,5.17926340667439,1.334843899648e-06,4.34583803260703e-05
"ENSG00000259171",-2.69766170924542,1.58693492089171,1.3715188062537e-06,4.45445455770223e-05
"PRXL2A",-0.832358386459363,6.30597149739514,1.48979822885794e-06,4.82694626149974e-05
"PCDH1",-1.30354314091539,2.90383278864719,1.64009916558934e-06,5.30114744723901e-05
"TTPA",-3.48820320378993,0.942666067484881,1.69395472846812e-06,5.46208999495979e-05
"ID1",-1.651465722147,8.179340561593,1.71091168532424e-06,5.50356902413152e-05
"DNAJC15",3.61013942926063,0.456430097666349,1.73683076369456e-06,5.57361013093962e-05
"SLC25A30",-1.19729481717436,4.45646750453016,1.85886478518249e-06,5.95102283370567e-05
"CASTOR3P",-1.37290358930303,2.80260927753081,1.92159062635969e-06,6.13722269882004e-05
"SLC39A13",0.919642465661352,5.55436144003981,2.07582360376725e-06,6.61410525503659e-05
"HOXA-AS2",-1.94118756182115,2.18925517836424,2.10640255457428e-06,6.69567109900846e-05
"PLOD1",-0.994594683735486,6.01350838987358,2.13634269879743e-06,6.77482639812033e-05
"TRG-AS1",3.03985291787701,3.38384498176032,2.16751234037619e-06,6.85749904204663e-05
"PARP4",-0.794155463507567,5.26798812261341,2.21062575346193e-06,6.97748213170166e-05
"ALDH3B1",0.900577525404259,4.80673345223864,2.4794107771393e-06,7.80414156124971e-05
"CSTA",0.939851084998662,6.25032132401216,2.48413847108053e-06,7.80414156124971e-05
"F11R",-0.902671890866135,4.88216769397348,2.53660746872754e-06,7.95040187051527e-05
"CDO1",-1.64858671409991,3.51495524870368,2.57002735681544e-06,8.03641577668383e-05
"ENSG00000275234",-1.78057289653421,2.29067904757394,2.60492353058538e-06,8.12663614669398e-05
"CYP2B6",-5.18191530543218,1.57203015255909,2.64708731149824e-06,8.23905925703828e-05
"MIR663AHG",1.2800554627357,4.43675913046659,2.66270412251306e-06,8.26852647374378e-05
"SLC25A33",-1.38921452644852,5.53403383494483,2.69358464644404e-06,8.34514727098769e-05
"CTSS",-1.76635428493291,2.78617526797528,2.75671320814813e-06,8.52109558546202e-05
"BTG1",-0.849179892735675,7.41112941568314,2.80760616937593e-06,8.64983855176081e-05
"PCYOX1",-1.02497781390132,5.9017494266142,2.81122969442174e-06,8.64983855176081e-05
"TCAF2",-2.07157745238069,3.31509675675905,2.92799682417664e-06,8.98854915476693e-05
"RUNX2",1.83932746176536,4.70068925097659,2.95104006394935e-06,9.03865255122163e-05
"C11orf24",-0.994010982860289,5.2247494520979,3.00194654797246e-06,9.17367574637219e-05
"FAM174B",-1.49279475233605,3.5279478994693,3.0933704892306e-06,9.43162349165413e-05
"SEPHS2",-1.0329301509948,7.77736863170834,3.15050538263605e-06,9.58409397622721e-05
"DMKN",2.61149424573594,7.41718612938605,3.33781358176922e-06,0.000101309800046205
"AGFG2",-1.15859228748648,5.62429807366565,3.36841295790249e-06,0.000102008289711615
"DHRS3",-0.97564725947904,5.16437010058763,3.60133612389223e-06,0.000108817001172708
"ERG28",-0.820088278341532,6.78555521707988,3.65770618990166e-06,0.000110272460604075
"ABHD15",-1.06886358272504,4.5060066063594,3.81474770768788e-06,0.00011474965923394
"SEC24A",-1.21870197138766,4.25515131368608,3.84154207440765e-06,0.00011529771145644
"RBM28",1.21652906754505,4.36879047773487,3.93874456670057e-06,0.00011795180277028
"PHLPP1",-1.48402787614036,2.38195064863253,4.53383158419567e-06,0.000135470887735766
"PDE11A",-2.40828455060932,0.956637168826802,4.5745696673296e-06,0.000136385063740385
"EPB41",-1.01945031357611,3.79366542806095,4.64167337815947e-06,0.000138079513811354
"TGM2",1.13288701580237,7.53681718631948,4.67025106574886e-06,0.000138622948852228
"HOOK1",-1.0563869922244,3.54671265308976,4.94511889765217e-06,0.000146458301096544
"DNAJC3",-1.27600524881119,5.2313505641988,4.99571833161305e-06,0.000147631711399712
"CCL15",-2.3150258120783,1.6934835038755,5.12403395369925e-06,0.000151091580134737
"LIF",1.92002868869044,4.56382900615169,5.33609542397569e-06,0.000157000304312423
"PDGFD",1.2884109685856,3.45493058073146,5.49133998317972e-06,0.000161215190859901
"RDH5",-1.75074550228942,4.36409651404883,5.82231491600933e-06,0.000170541736055268
"ILRUN",-0.86201608659369,5.6453016220159,5.83438930428553e-06,0.000170541736055268
"KISS1",-1.77045128585198,2.19353860749079,5.9052507336728e-06,0.000172238614674543
"MPDZ",-1.0283247274097,3.37480535126393,6.10870773294976e-06,0.000177787195188836
"F3",1.38032539902736,3.89423359735853,6.30985204233287e-06,0.000183244644840622
"LINC01322",-1.29430180326568,2.78172876572957,6.33959526458943e-06,0.000183711633464805
"DDR1",1.42543665469313,6.58412199694293,6.76815664941536e-06,0.00019570889098503
"ENSG00000290791",-1.50206829444715,2.04351582641233,6.84821536662402e-06,0.00019759893523525
"ATP1A3",4.65750326656436,2.63783129041837,6.94144199297227e-06,0.000199860019352259
"SOX13",-1.13437785443714,3.58568415982567,7.28588204710355e-06,0.000209328995737937
"ENSG00000289968",-2.56635041009265,0.578079133523562,7.39720936043029e-06,0.000211978834302621
"7SK",2.7798288709582,3.94907180501709,7.41220907942082e-06,0.000211978834302621
"ABCA1",-1.56177338290563,4.29735645297824,7.4254076272895e-06,0.000211978834302621
"PEBP1",-0.894086969994972,8.56551998855464,7.53130082163091e-06,0.000214455127629871
"ZDHHC14",-1.07147296948434,2.91987436174483,7.54404844332358e-06,0.000214455127629871
"C1orf226",-1.58663557026854,3.77665081670774,8.18443718937202e-06,0.000232168654954211
"GRAMD1C",-2.50041253256819,0.699033647067192,8.22286483191697e-06,0.000232767664273591
"ENSG00000289316",-3.11345024463556,2.58864682871889,8.4911059382112e-06,0.000239855904296613
"ACSM3",-1.28205857625185,5.08569018059643,8.59418030031515e-06,0.000241916020535491
"TYMSOS",1.0839294790223,3.73298291111785,8.60001917417558e-06,0.000241916020535491
"MON1A",-1.0639591966799,3.24546222226371,8.7709291411778e-06,0.000246208587123751
"USP30-AS1",-2.09714811118993,0.950834271076019,9.17241432391636e-06,0.000256942256248707
"AMBP",-2.50910357195695,7.80011605153149,9.1993436042963e-06,0.000257160860921763
"MDK",2.21929079004371,3.03802993823131,9.57525460767253e-06,0.000267113845341836
"DOLPP1",-1.03606729690747,3.232131316525,1.01166141310801e-05,0.000281631456742243
"FAM20C",-1.41667439318862,4.87993860550051,1.02053770637434e-05,0.000283515495865896
"MARCHF2",-0.978400524848364,4.29084529027073,1.02908413160792e-05,0.000285300314094847
"FBLN1",1.09332006933794,4.12955986155329,1.04054700280347e-05,0.000287884670775625
"TMEM45A",-0.806726959068519,4.93582657129921,1.05973534733707e-05,0.000292591406166206
"RPH3AL-AS2",-1.55260015481132,1.71993095188097,1.06564695822554e-05,0.000293620676235669
"WSB1",0.953387666420337,4.47725999144132,1.07488048114568e-05,0.000295559160521162
"NTN4",1.08205579131906,3.71899103397989,1.15887080034205e-05,0.000317782735381775
"LRG1",-1.10791122400539,6.73550680001829,1.16042929549644e-05,0.000317782735381775
"CCK",3.00431892750013,1.88957431080497,1.16469642675143e-05,0.00031830301126219
"GATA4",-0.843369051977686,4.1662657588677,1.1767337568965e-05,0.00032042114123514
"TSHZ2",-1.77455522416937,2.1738417030684,1.17721287944488e-05,0.00032042114123514
"MAP7D2",1.74973280901527,4.87757712457178,1.20744266703139e-05,0.0003279853353718
"SDC1",-1.02020186611918,7.81564013933888,1.25088711316082e-05,0.000338608617539347
"APCS",-2.98920214772673,5.44861305238508,1.25158770576421e-05,0.000338608617539347
"LHPP",-1.56410572407322,4.62960993600289,1.26303661991351e-05,0.000341019887376648
"IL22RA1",-2.14237974995615,1.70154878262878,1.27386746016916e-05,0.000343254947283258
"ANO6",-0.948760180375069,4.87539281473815,1.32296515687229e-05,0.000355771789986097
"SORD2P",-2.08887720794894,3.36264167534466,1.33789615468682e-05,0.000359068896126127
"DDC",-0.965106410208407,5.8546289360652,1.3455571731896e-05,0.000360405612563892
"SLC27A2",-1.27425655486087,3.67400864883376,1.40688243496232e-05,0.00037601353506866
"CYB561",-0.785992768719876,4.7965807750598,1.40942155045817e-05,0.00037601353506866
"NPM1",0.751020993291842,9.06678283233438,1.42117759926461e-05,0.000378093582574211
"MGAT4A",-1.81979575881534,3.12943612285096,1.42284212987171e-05,0.000378093582574211
"ANXA10",-3.58968592061658,2.84873059350649,1.43856364587588e-05,0.00038151729353939
"DCN",-2.00545735049805,7.0055986312314,1.44990125628859e-05,0.000383767171103472
"CCNB1",1.40390101288708,3.76984803019056,1.46399239641482e-05,0.000386735594542115
"FGG",-2.21656236710595,11.9773867626995,1.54075611643393e-05,0.000405742681414399
"SOWAHA",-2.51181942089881,0.801821224249735,1.54197910309949e-05,0.000405742681414399
"ENSG00000279208",0.712876562541331,5.23292675097763,1.67830722747346e-05,0.000440752323840003
"AMN",-2.75270737534529,1.83786513677559,1.71062562956046e-05,0.000448363980800584
"MPST",-0.902794357914117,6.73103806279733,1.7391921208021e-05,0.00045496453806041
"LINC00511",0.929463295273575,4.2279551497337,1.75261124175454e-05,0.000457584674886051
"PPP1R15A",0.71220009423882,6.30136370475942,1.80701397514781e-05,0.000470874223058866
"SRGN",1.69033145636516,6.36134259986775,1.81855906762459e-05,0.000472966058477375
"DENND10",-0.731001094233914,5.61689062632683,1.84732727015258e-05,0.000479520511090186
"CCNB1IP1",0.918620845010228,5.48699014896153,1.8807770881746e-05,0.00048726259590743
"HMGB2",1.25592363808056,5.91248119112478,1.88707175210488e-05,0.000487310310077721
"C12orf75",-1.58270839147937,5.91701477153847,1.88820966495978e-05,0.000487310310077721
"ST6GALNAC6",-0.793303643002817,4.98345938343645,1.90073956138917e-05,0.000489604293916451
"GALK2",-0.853094762787949,4.2850745131964,1.91876721527863e-05,0.000493302944103948
